"LocalService","AppId","CLSID"
,"{03837503-098b-11d8-9414-505054503030}","{03837532-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837538-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837539-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837529-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837530-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837531-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837546-098B-11D8-9414-505054503030}"
,"{6E233475-C3FB-4967-9478-1B2462CBF474}","{6E233475-C3FB-4967-9478-1B2462CBF474}"
,"{2fd08a73-d1f1-43eb-b888-24c2496f95fd}","{228826af-02e1-4226-a9e0-99a855e455a6}"
,"{ff9e6131-a8c1-4188-aa03-82e9f10a05a8}","{ff9e6131-a8c1-4188-aa03-82e9f10a05a8}"
,"{03837503-098b-11d8-9414-505054503030}","{03837547-098B-11D8-9414-505054503030}"
,"{F9717507-6651-4EDB-BFF7-AE615179BCCF}","{c39ee728-d419-4bd4-a3ef-eda059dbd935}"
,"{01419581-4d63-4d43-ac26-6e2fc976c1f3}","{be472f80-fa9a-46d8-a158-f888836d8e0b}"
,"{03837503-098b-11d8-9414-505054503030}","{03837528-098B-11D8-9414-505054503030}"
,"{0CA545C6-37AD-4A6C-BF92-9F7610067EF5}","{0CA545C6-37AD-4A6C-BF92-9F7610067EF5}"
,"{46B988E8-BEC2-401F-A1C5-16C694F26D3E}","{E5A040E9-1097-4D24-B89E-3C730036D615}"
,"{f62fdd2e-66d2-423b-9a04-f71ea00f892a}","{1138506a-b949-46a7-b6c0-ee26499fdeaf}"
,"{59A167AF-A02A-40FF-9F49-E25FF16A73BB}","{59A167AF-A02A-40FF-9F49-E25FF16A73BB}"
,"{B0E28D63-52F6-4E30-992B-78ECF97268E9}","{B0E28D63-52F6-4e30-992B-78ECF97268E9}"
,"{53362C64-A296-4F2D-A2F8-FD984D08340B}","{53362C64-A296-4F2D-A2F8-FD984D08340B}"
,"{03837503-098b-11d8-9414-505054503030}","{03837511-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837525-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837526-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837527-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837513-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{0383751C-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837521-098B-11D8-9414-505054503030}"
,"{304CE942-6E39-40D8-943A-B913C40C9CD4}","{304CE942-6E39-40D8-943A-B913C40C9CD4}"
,"{FAF53CC4-BD73-4E36-83F1-2B23F46E513E}","{FAF53CC4-BD73-4E36-83F1-2B23F46E513E}"
,"{292bed96-e9ce-40f8-b71b-c313defa3a78}","{c463a0fc-794f-4fdf-9201-01938ceacafa}"
,"{ECABB0C3-7F19-11D2-978E-0000F8757E2A}","{ECABB0C3-7F19-11D2-978E-0000F8757E2A}"
,"{40AEEAB6-8FDA-41e3-9A5F-8350D4CFCA91}","{3050f4d8-98B5-11CF-BB82-00AA00BDCE0B}"
,"{45597c98-80f6-4549-84ff-752cf55e2d29}","{45597c98-80f6-4549-84ff-752cf55e2d29}"
,"{C92A9617-0EAE-4235-BD2B-84540EF1FFA9}","{B43A0C1E-B63F-4691-B68F-CD807A45DA01}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{25983561-9D65-49CE-B335-40630D901227}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{27354127-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{27354128-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{27354129-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{27354124-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{27354125-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{27354126-7F64-5B0F-8F00-5D77AFBE261E}"
,"{92FE5BDF-F1EF-4F1A-8F06-03358C9D160C}","{92FE5BDF-F1EF-4F1A-8F06-03358C9D160C}"
,"{6f33340d-8a01-473a-b75f-ded88c8360ce}","{6f33340d-8a01-473a-b75f-ded88c8360ce}"
,"{46C166AA-3108-11D4-9348-00C04F8EEB71}","{46C166AA-3108-11D4-9348-00C04F8EEB71}"
,"{953E4863-7AD1-4DAE-B2BD-108F1D57967B}","{20C6F4C2-80A8-4310-A59A-1CC487334236}"
,"{CDCBCFCA-3CDC-436f-A4E2-0E02075250C2}","{682159d9-c321-47ca-b3f1-30e36b2ec8b9}"
,"{CDCBCFCA-3CDC-436f-A4E2-0E02075250C2}","{75dff2b7-6936-4c06-a8bb-676a7b00b24b}"
,"{CDCBCFCA-3CDC-436f-A4E2-0E02075250C2}","{ceff45ee-c862-41de-aee2-a022c81eda92}"
,"{6d8ff8e0-730d-11d4-bf42-00b0d0118b56}","{6d8ff8e0-730d-11d4-bf42-00b0d0118b56}"
,"{7B6EA1D5-03C2-4AE4-B21C-8D0515CC91B7}","{7B6EA1D5-03C2-4AE4-B21C-8D0515CC91B7}"
,"{362cc086-4d81-4824-bbb5-666d34b3197d}","{0c9281f9-6da1-4006-8729-de6e6b61581c}"
,"{03e64e17-b220-4052-9b9b-155f9cb8e016}","{03e64e17-b220-4052-9b9b-155f9cb8e016}"
,"{50d69d24-961d-4828-9d1c-5f4717f226d1}","{BD84B380-8CA2-1069-AB1D-08000948F534}"
,"{E8FB8615-588F-11D2-9D61-00C04F79C5FE}","{E8FB8621-588F-11D2-9D61-00C04F79C5FE}"
,"{642ef9d6-48a5-476b-919a-a507cfd02c0f}","{08d450b7-f7e5-4424-8229-11888adb7c14}"
,"{3E5FC7F9-9A51-4367-9063-A120244FBEC7}","{3E5FC7F9-9A51-4367-9063-A120244FBEC7}"
,"{266C72E7-62E8-11D1-AD89-00C04FD8FDFF}","{266C72E7-62E8-11D1-AD89-00C04FD8FDFF}"
,"{2C5BC43E-3369-4C33-AB0C-BE9469677AF4}","{2C5BC43E-3369-4C33-AB0C-BE9469677AF4}"
,"{1A1F4206-0688-4E7F-BE03-D82EC69DF9A5}","{1A1F4206-0688-4E7F-BE03-D82EC69DF9A5}"
,"{3E000D72-A845-4CD9-BD83-80C07C3B881F}","{3E000D72-A845-4CD9-BD83-80C07C3B881F}"
,"{F20DA720-C02F-11CE-927B-0800095AE340}","{F20DA720-C02F-11CE-927B-0800095AE340}"
,"{56676660-4A4D-45B0-B24E-9CF6B35E9ABF}","{1E2D67D6-F596-4640-84F6-CE09D630E983}"
,"{B06FF84E-0A77-4DD2-A919-0EABD8979DC1}","{19C65143-6230-42FA-A58E-7D9FA9BE2EB5}"
,"{72A7994A-3092-4054-B6BE-08FF81AEEFFC}","{72A7994A-3092-4054-B6BE-08FF81AEEFFC}"
,"SQLTaskConnections.SQLTaskConnectionOl.4","{64C12F30-402A-4479-B618-D9F58F332C15}"
