"LocalService","AppId","CLSID"
,"{1F7D1BE9-7A50-40B6-A605-C4F3696F49C0}","{1F7D1BE9-7A50-40b6-A605-C4F3696F49C0}"
,"{C49F2185-50A7-11D3-9144-00104BA11C5E}","{520CCA61-51A5-11D3-9144-00104BA11C5E}"
,"{C49F2185-50A7-11D3-9144-00104BA11C5E}","{520CCA63-51A5-11D3-9144-00104BA11C5E}"
,"{953E4863-7AD1-4DAE-B2BD-108F1D57967B}","{20C6F4C2-80A8-4310-A59A-1CC487334236}"
,"{27170d71-7a40-4c8b-a3d1-64f7cbe81c66}","{4b360c3c-d284-4384-abcc-ef133e1445da}"
,"{27170d71-7a40-4c8b-a3d1-64f7cbe81c66}","{5bbd58bb-993e-4c17-8af6-3af8e908fca8}"
,"{27170d71-7a40-4c8b-a3d1-64f7cbe81c66}","{d63c23c5-53e6-48d5-adda-a385b6bb9c7b}"
,"{F75B6772-91E4-4D2F-9D44-61A447109C2B}","{5437FDFA-9EC9-4CCC-8531-42F8D9C19AF7}"
,"{8be0366c-8522-40be-8b08-cb26557f2854}","{aac1009f-ab33-48f9-9a21-7f5b88426a2e}"
,"{E2B3C97F-6AE1-41AC-817A-F6F92166D7DD}","{E2B3C97F-6AE1-41AC-817A-F6F92166D7DD}"
,"{6295DF2D-35EE-11D1-8707-00C04FD93327}","{6295DF2D-35EE-11D1-8707-00C04FD93327}"
,"{C49F2185-50A7-11D3-9144-00104BA11C5E}","{8A03567A-63CB-4BA8-BAF6-52119816D1EF}"
,"{fd6c8b29-e936-4a61-8da6-b0c12ad3ba00}","{73FDDC80-AEA9-101A-98A7-00AA00374959}"
,"{9df523b0-a6c0-4ea9-b5f1-f4565c3ac8b8}","{9df523b0-a6c0-4ea9-b5f1-f4565c3ac8b8}"
,"{27170d71-7a40-4c8b-a3d1-64f7cbe81c66}","{46CB32FA-B5CA-8A3A-62CA-A7023C0496C5}"
,"{83B900D2-51E8-4B67-BD75-643C8F14BBD8}","{DFEAF541-F3E1-4c24-ACAC-99C30715084A}"
,"{3e5ca495-8d6a-4d1f-ad99-177b426c8b8e}","{0289a7c5-91bf-4547-81ae-fec91a89dec5}"
,"{CC70FEAD-94B9-4F76-88CC-004BB068ACDF}","{2854F705-3548-414C-A113-93E27C808C85}"
,"{292bed96-e9ce-40f8-b71b-c313defa3a78}","{c463a0fc-794f-4fdf-9201-01938ceacafa}"
,"{4EFC572D-7C9C-455C-99F3-CA4D6838E55B}","{0228576F-6E6C-4E1A-B175-0E46A316AFE2}"
,"{4EFC572D-7C9C-455C-99F3-CA4D6838E55B}","{A24BCC4A-448D-41CA-92BB-3DC15D81C16C}"
,"{5364ED0E-493F-4B16-9DBF-AE486CF22660}","{9C38ED61-D565-4728-AEEE-C80952F0ECDE}"
,"{266C72E7-62E8-11D1-AD89-00C04FD8FDFF}","{266C72E7-62E8-11D1-AD89-00C04FD8FDFF}"
,"{ff9e6131-a8c1-4188-aa03-82e9f10a05a8}","{ff9e6131-a8c1-4188-aa03-82e9f10a05a8}"
,"{304CE942-6E39-40D8-943A-B913C40C9CD4}","{304CE942-6E39-40D8-943A-B913C40C9CD4}"
,"{c2a71820-3463-498f-bab7-4798795a2ff6}","{7be73787-ce71-4b33-b4c8-00d32b54bea8}"
,"{CC70FEAD-94B9-4F76-88CC-004BB068ACDF}","{36F54939-CD3B-4C73-92D5-F9A389ED631C}"
,"{CC70FEAD-94B9-4F76-88CC-004BB068ACDF}","{9113A02D-00A3-46B9-BC5F-9C04DADDD5D7}"
,"{CC70FEAD-94B9-4F76-88CC-004BB068ACDF}","{D9144DCD-E998-4ECA-AB6A-DCD83CCBA16D}"
,"{ed1d0fdf-4414-470a-a56d-cfb68623fc58}","{ed1d0fdf-4414-470a-a56d-cfb68623fc58}"
,"{09C5C2B5-1D32-4598-B87E-203F32BB08E3}","{031EE060-67BC-460d-8847-E4A7C5E45A27}"
,"{0968e258-16c7-4dba-aa86-462dd61e31a3}","{0968e258-16c7-4dba-aa86-462dd61e31a3}"
,"{2C5BC43E-3369-4C33-AB0C-BE9469677AF4}","{2C5BC43E-3369-4C33-AB0C-BE9469677AF4}"
,"{B1445657-5A98-11d9-A4E5-00301BB132BA}","{83FEFA40-6F67-4244-AA04-1E590C1CB1D9}"
,"{722b3793-5367-4446-b6bb-db89b05c1f24}","{722b3793-5367-4446-b6bb-db89b05c1f24}"
,"{AA530F18-0818-4643-8884-AAE61A76488B}","{0C776A5A-FC42-4870-8D65-D62ADD9184FF}"
,"{D0565000-9DF4-11D1-A281-00C04FCA0AA7}","{D0565000-9DF4-11D1-A281-00C04FCA0AA7}"
,"{44C39C96-0167-478F-B68D-783294A2545D}","{44C39C96-0167-478F-B68D-783294A2545D}"
,"{893CFE8F-CD6B-412E-A2F0-10840D69E858}","{0c98b8bc-273c-464d-938a-b9709607e137}"
,"{6d8ff8e0-730d-11d4-bf42-00b0d0118b56}","{6d8ff8e0-730d-11d4-bf42-00b0d0118b56}"
,"{E96767E0-7EAA-45e1-8E7D-64414AFF281A}","{E96767E0-7EAA-45e1-8E7D-64414AFF281A}"
,"{A79DB36D-6218-48e6-9EC9-DCBA9A39BF0F}","{A2D75874-6750-4931-94C1-C99D3BC9D0C7}"
,"{1f2e5c40-9550-11ce-99d2-00aa006e086c}","{1f2e5c40-9550-11ce-99d2-00aa006e086c}"
,"{B1445657-5A98-11d9-A4E5-00301BB132BA}","{70445657-5AB0-11d9-A4E5-00301BB132BA}"
,"{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}","{645FF040-5081-101B-9F08-00AA002F954E}"
,"{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}","{6B56A227-7150-4A1F-A114-C959EB8F8C24}"
,"{E10F6C3A-F1AE-4adc-AA9D-2FE65525666E}","{709E2729-F883-441e-A877-ED3CEFC975E6}"
,"{E10F6C3A-F1AE-4adc-AA9D-2FE65525666E}","{56EA1054-1959-467f-BE3B-A2A787C4B6EA}"
,"{8f3080a6-af99-4f2e-a806-f3d5702a0444}","{8f3080a6-af99-4f2e-a806-f3d5702a0444}"
,"{EC9846B3-2762-4A6B-A214-6ACB603462D2}","{EC9846B3-2762-4A6B-A214-6ACB603462D2}"
,"{9A630456-078D-43d3-9F1D-DF7A5BC0FA44}","{9A630456-078D-43d3-9F1D-DF7A5BC0FA44}"
,"{E10F6C3A-F1AE-4adc-AA9D-2FE65525666E}","{ecf5bf46-e3b6-449a-b56b-43f58f867814}"
,"{e30984f1-b02b-4c27-a40f-23d11b8c1212}","{26D32566-760A-40A2-AA82-A40366528916}"
,"{B1445657-5A98-11d9-A4E5-00301BB132BA}","{64445657-9101-11d9-994B-00301BB132BA}"
,"{E10F6C3A-F1AE-4adc-AA9D-2FE65525666E}","{DE3F3560-3032-41B4-B6CF-F703B1B95640}"
,"{E10F6C3A-F1AE-4adc-AA9D-2FE65525666E}","{9b359d1b-ad5c-412f-a654-a431424359de}"
,"{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}","{ADAB9B51-4CDD-4af0-892C-AB7FA7B3293F}"
,"{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}","{D63AA156-D534-4BAC-9BF1-55359CF5EC30}"
,"{ECABB0C3-7F19-11D2-978E-0000F8757E2A}","{ECABB0C3-7F19-11D2-978E-0000F8757E2A}"
,"{1BA783C1-2A30-4ad3-B928-A9A46C604C28}","{1BA783C1-2A30-4ad3-B928-A9A46C604C28}"
,"{D2E7041B-2927-42fb-8E9F-7CE93B6DC937}","{D2E7041B-2927-42fb-8E9F-7CE93B6DC937}"
,"{50a9ab2a-20f8-4d71-9f32-9fd305b49601}","{ffe1df5f-9f06-46d3-af27-f1fc10d63892}"
,"{F808DF63-6049-11D1-BA20-006097D2898E}","{07A774A0-6047-11D1-BA20-006097D2898E}"
,"{C947D50F-378E-4FF6-8835-FCB50305244D}","{C947D50F-378E-4FF6-8835-FCB50305244D}"
,"{fb479c02-9ec4-4fed-8599-debe037452cb}","{fb479c02-9ec4-4fed-8599-debe037452cb}"
,"{03837503-098b-11d8-9414-505054503030}","{03837521-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837525-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837526-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{0383751C-098B-11D8-9414-505054503030}"
,"{1C749B87-568C-4865-8E73-6413F8372CE6}","{1C749B87-568C-4865-8E73-6413F8372CE6}"
,"{03837503-098b-11d8-9414-505054503030}","{03837511-098B-11D8-9414-505054503030}"
,"{03837503-098b-11d8-9414-505054503030}","{03837513-098B-11D8-9414-505054503030}"
,"{AB8902B4-09CA-4bb6-B78D-A8F59079A8D5}","{AB8902B4-09CA-4bb6-B78D-A8F59079A8D5}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{2735412A-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{2735412B-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{2735412C-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{27354129-7F64-5B0F-8F00-5D77AFBE261E}"
,"{273541FF-7F64-5B0F-8F00-5D77AFBE261E}","{27354126-7F64-5B0F-8F00-5D77AFBE261E}"
